Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,Language_en,Language_es,TitleWordCount
Have His Carcase,Dorothy L. Sayers,Open Road Media,2012-07-31,9781453258910.0,666.0,Fiction,4.5,2.0,en,1.0,0.0,3
The Last Talk with Lola Faye,Thomas H. Cook,HMH,2010-08-06,9780547541273.0,293.0,Fiction,5.0,1.0,en,1.0,0.0,6
Sweatshops on Wheels,Michael H. Belzer,"Oxford University Press, USA",2000-01-01,9780195128864.0,280.0,Business & Economics,1.0,1.0,en,1.0,0.0,3
"Droit Et Valeur Humaine, L'Autre Dans La Philosophie Du Droit, de La Grece Antique L'Epoque Moderne",Stamatios Tzitzis,BUENOS BOOKS AMERICA LLC,2010-05-19,9782915495737.0,106.0,Law,5.0,1.0,en,1.0,0.0,16
One L,Scott Turow,"Farrar, Straus and Giroux",2010-08-03,9781429939560.0,336.0,Biography & Autobiography,4.0,6.0,en,1.0,0.0,2
A Wrinkle in Time,Madeleine L'Engle,"Farrar, Straus and Giroux (BYR)",2010-04-01,9781429915649.0,260.0,Juvenile Fiction,4.0,83.0,en,1.0,0.0,4
Words,Ginny L. Yttrup,B&H Publishing Group,,9781433671708.0,3.0,Fiction,4.0,1.0,en,1.0,0.0,1
Stolen Songbird,Danielle L. Jensen,Watkins Media Limited,2014-04-01,9781908844972.0,463.0,Young Adult Fiction,4.0,1.0,en,1.0,0.0,2
Miss Nelson is Missing!,"Harry Allard, James Marshall",Houghton Mifflin Harcourt,1977-01-01,9780395401460.0,36.0,Juvenile Fiction,5.0,3.0,en,1.0,0.0,4
The World Is Flat [Further Updated and Expanded; Release 3.0],Thomas L. Friedman,Macmillan,2007-08-07,9780374292782.0,682.0,Computers,4.0,44.0,en,1.0,0.0,10
A Little Life,Hanya Yanagihara,Vintage,2016-01-26,9780804172707.0,833.0,Fiction,2.0,1.0,en,1.0,0.0,3
Convex Optimization,"Stephen P. Boyd, Lieven Vandenberghe",Cambridge University Press,2004-03-08,9780521833783.0,744.0,Business & Economics,4.5,7.0,en,1.0,0.0,2
Turn the Ship Around!,L. David Marquet,Penguin,2013-05-16,9781101623695.0,273.0,Business & Economics,5.0,1.0,en,1.0,0.0,4
A Wrinkle in Time,Madeleine L'Engle,"Farrar, Straus and Giroux (BYR)",2010-04-01,9781429915649.0,260.0,Juvenile Fiction,4.0,83.0,en,1.0,0.0,4
I Love You Through and Through,Bernadette Rossetti-Shustak,Scholastic Inc.,2015-12-29,9780545385985.0,26.0,Juvenile Fiction,1.0,1.0,en,1.0,0.0,6
From Blood and Ash,Jennifer L. Armentrout,Blue Box Press,2020-03-30,9781952457012.0,343.0,Fiction,4.5,3.0,en,1.0,0.0,4
The Strangeworlds Travel Agency,L.D. Lapinski,Hachette UK,2020-04-30,9781510106031.0,272.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,4
Battlefield Earth,L. Ron Hubbard,Galaxy Press  LLC,2016-06-06,9781592123421.0,1578.0,Fiction,3.5,4.0,en,1.0,0.0,2
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,Simon and Schuster,2009-09-22,9781416985952.0,34.0,Juvenile Fiction,4.5,4.0,en,1.0,0.0,10
Ten Little Ladybugs,Melanie Gerth,Intervisual/Piggy Toes,2007-06-01,9781581175783.0,22.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,3
Obsidian,Jennifer L. Armentrout,Entangled: Teen,2012-05-08,9781622667178.0,358.0,Juvenile Fiction,5.0,2.0,en,1.0,0.0,1
The Sweet Life in Paris,David Lebovitz,Crown,2009-05-05,9780767932127.0,306.0,Travel,4.0,18.0,en,1.0,0.0,5
Leaf Jumpers,Carole Gerber,Charlesbridge Publishing,2004-01-01,9781570914973.0,35.0,Juvenile Nonfiction,1.0,1.0,en,1.0,0.0,2
Caps for Sale,Esphyr Slobodkina,Harper Collins,2011-03-22,9780062009111.0,48.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,3
Laura Dean Keeps Breaking Up with Me,Mariko Tamaki,First Second,2019-05-07,9781250261540.0,154.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,7
The Grouchy Ladybug,Eric Carle,Harper Collins,1996-08-16,9780064434508.0,52.0,Juvenile Fiction,4.0,3.0,en,1.0,0.0,3
"Lyle, Lyle, Crocodile",Bernard Waber,Houghton Mifflin Harcourt,1965-01-01,9780395137208.0,52.0,Juvenile Fiction,4.0,3.0,en,1.0,0.0,3
Sackett,Louis L'Amour,Bantam,2003-09-30,9780553899702.0,193.0,Fiction,5.0,1.0,en,1.0,0.0,1
Leaf Man,Lois Ehlert,Houghton Mifflin Harcourt,2005-01-01,9780152053048.0,44.0,Juvenile Nonfiction,3.0,2.0,en,1.0,0.0,2
Stellaluna,Janell Cannon,Houghton Mifflin Harcourt,2007-01-01,9780152062873.0,44.0,Juvenile Nonfiction,4.5,4.0,en,1.0,0.0,1
Llama Llama Red Pajama,Anna Dewdney,Penguin,2018-09-04,9780451480637.0,33.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,4
The Lake of Dead Languages,Carol Goodman,Ballantine Books,2005-12-27,9780345490919.0,434.0,Fiction,4.0,5.0,en,1.0,0.0,5
Lilly's Purple Plastic Purse,Kevin Henkes,Harper Collins,1996-08-19,9780688128975.0,43.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,4
Herbal Medicine,"Iris F. F. Benzie, Sissi Wachtel-Galor",CRC Press,2011-03-28,9781439807163.0,500.0,Health & Fitness,4.5,7.0,en,1.0,0.0,2
"Hot, Flat, and Crowded 2.0",Thomas L. Friedman,Picador,2009-11-24,9781429963688.0,529.0,Political Science,2.5,8.0,en,1.0,0.0,5
Herbal Medicine,"Iris F. F. Benzie, Sissi Wachtel-Galor",CRC Press,2011-03-28,9781439807163.0,500.0,Health & Fitness,4.5,7.0,en,1.0,0.0,2
Where the World Ends,Geraldine McCaughrean,Usborne Publishing Ltd,2018-02-01,9781474936521.0,235.0,Young Adult Fiction,5.0,3.0,en,1.0,0.0,4
Flint,Louis L'Amour,Bantam,2005-01-25,9780553899153.0,76.0,Fiction,3.5,3.0,en,1.0,0.0,1
The Haunted Mesa,Louis L'Amour,Bantam,2004-08-03,9780553899191.0,361.0,Fiction,3.5,3.0,en,1.0,0.0,3
Legacy,Kate Brian,Simon and Schuster,2008-06-20,9781439106853.0,260.0,Young Adult Fiction,4.5,12.0,en,1.0,0.0,1
A World at Arms,Gerhard L. Weinberg,Cambridge University Press,2005-03-28,9780521618267.0,1216.0,History,4.0,1.0,en,1.0,0.0,4
Making Sense of Math,Cathy L. Seeley,ASCD,2016-04-05,9781416622451.0,61.0,Education,5.0,1.0,en,1.0,0.0,4
Making Sense of Math,Cathy L. Seeley,ASCD,2016-04-05,9781416622451.0,61.0,Education,5.0,1.0,en,1.0,0.0,4
Learning Perl on Win32 Systems,"Randal L. Schwartz, Erik Olson, Tom Christiansen","""O'Reilly Media, Inc.""",1997-01-01,9781565923249.0,318.0,Computers,5.0,1.0,en,1.0,0.0,5
From Beirut to Jerusalem,Thomas L. Friedman,Macmillan,,9780374158958.0,564.0,History,5.0,1.0,en,1.0,0.0,4
Hazards Vulnerability and Environmental Justice,Susan L. Cutter,Routledge,2012-05-04,9781136564284.0,447.0,Business & Economics,1.0,2.0,en,1.0,0.0,5
The Mindful Caregiver,Nancy L. Kriseman,Rowman & Littlefield,2014-02-27,9781442223554.0,231.0,Medical,4.0,1.0,en,1.0,0.0,3
Advances in the Biology and Management of Modern Bed Bugs,"Stephen L. Doggett, Dini M. Miller, Chow-Yang Lee",John Wiley & Sons,2018-04-16,9781119171522.0,437.0,Science,3.0,1.0,en,1.0,0.0,10
One L,Scott Turow,Grand Central Publishing,1988-01-01,9780446673785.0,308.0,Law,4.0,6.0,en,1.0,0.0,2
Contemporary Business,"Louis E. Boone, David L. Kurtz, Brahm Canzer",John Wiley & Sons,2021-08-10,9781119812630.0,674.0,Business & Economics,5.0,1.0,en,1.0,0.0,2
A Contract with the Earth,"Newt Gingrich, Terry L. Maple",JHU Press,2007-11-01,9780801891656.0,264.0,Nature,2.5,3.0,en,1.0,0.0,5
Learn to Program with C,Noel Kalicharan,Apress,2015-12-16,9781484213711.0,323.0,Computers,3.5,2.0,en,1.0,0.0,5
Programming In C: A Practical Approach,Ajay Mittal,Pearson Education India,,9788131729342.0,768.0,C (Computer program language),4.5,11.0,en,1.0,0.0,6
Data Structure Using C,"Dr. Prabhakar Gupta, Vineet Agarwal, Manish Varshney",Firewall Media,2007-01-01,9788131802434.0,318.0,C (Computer program language),5.0,1.0,en,1.0,0.0,4
"Programming in C, 2/e",Ashok N. Kamthane,Pearson Education India,2011-01-01,9788131760314.0,676.0,C (Computer program language),4.0,5.0,en,1.0,0.0,4
Learn C the Hard Way,Zed A. Shaw,Addison-Wesley Professional,2015-08-10,9780133124378.0,931.0,Computers,5.0,1.0,en,1.0,0.0,5
The Art of UNIX Programming,Eric S. Raymond,Addison-Wesley Professional,2003-09-23,9780132465885.0,560.0,Computers,4.5,26.0,en,1.0,0.0,5
C Programming For Dummies,Dan Gookin,John Wiley & Sons,2020-09-29,9781119740254.0,464.0,Computers,5.0,1.0,en,1.0,0.0,4
Programming in Lua,Roberto Ierusalimschy,Roberto Ierusalimschy,2006-01-01,9788590379829.0,329.0,Computers,3.5,2.0,en,1.0,0.0,3
Holy Bible (NIV),"Various Authors,",Zondervan,2008-09-02,9780310294146.0,6793.0,Bibles,5.0,2.0,en,1.0,0.0,3
Operating Systems,"Remzi H. Arpaci-Dusseau, Andrea C. Arpaci-Dusseau",Createspace Independent Publishing Platform,,9781985086593.0,714.0,Operating systems (Computers),5.0,1.0,en,1.0,0.0,2
AVR Programming,Elliot Williams,"Maker Media, Inc.",2014-01-27,9781449355753.0,587.0,Computers,3.5,3.0,en,1.0,0.0,2
Thinking in C++,Bruce Eckel,Pearson,2000-01-01,9780139798092.0,834.0,Computers,4.5,18.0,en,1.0,0.0,3
Bare Metal C,Stephen Oualline,No Starch Press,2022-08-02,9781718501621.0,330.0,Computers,3.0,1.0,en,1.0,0.0,3
"C, a Reference Manual","Samuel P. Harbison, Guy L. Steele",Pearson,2002-01-01,9780130895929.0,566.0,Computers,5.0,1.0,en,1.0,0.0,4
LET US C SOLUTIONS -15TH EDITION,Yashavant kanetkar,BPB Publications,2018-06-01,9788183331777.0,486.0,Computers,5.0,1.0,en,1.0,0.0,6
The C++ Programming Language,Bjarne Stroustrup,Addison-Wesley,2013-07-10,9780133522853.0,1366.0,Computers,4.0,1.0,en,1.0,0.0,4
The C++ Programming Language,Bjarne Stroustrup,Pearson Deutschland GmbH,2000-01-01,9783827316608.0,1110.0,Computers,3.5,7.0,en,1.0,0.0,4
"Black Hat Python, 2nd Edition","Justin Seitz, Tim Arnold",No Starch Press,2021-04-14,9781718501126.0,216.0,Computers,5.0,1.0,en,1.0,0.0,5
The Book of Ruby,Huw Collingbourne,No Starch Press,2011-07-11,9781593272944.0,404.0,Computers,5.0,2.0,en,1.0,0.0,4
C++ For Dummies,Stephen R. Davis,For Dummies,2000-07-15,9780764507465.0,462.0,Computers,4.0,5.0,en,1.0,0.0,3
Where They Stand,Robert W. Merry,Simon and Schuster,2012-06-26,9781451625431.0,320.0,History,3.0,4.0,en,1.0,0.0,3
Purely Functional Data Structures,Chris Okasaki,Cambridge University Press,1999-06-13,9780521663502.0,236.0,Computers,4.0,5.0,en,1.0,0.0,4
Secure Programming Cookbook for C and C++,"John Viega, Matt Messier","""O'Reilly Media, Inc.""",2003-07-14,9780596552183.0,792.0,Computers,4.0,1.0,en,1.0,0.0,7
Code Craft,Pete Goodliffe,No Starch Press,2007-01-01,9781593271190.0,626.0,Computers,5.0,1.0,en,1.0,0.0,2
Let Over Lambda,Doug Hoyte,Lulu.com,2008-01-01,9781435712751.0,376.0,Computers,5.0,1.0,en,1.0,0.0,3
Let Over Lambda,Doug Hoyte,Lulu.com,2008-01-01,9781435712751.0,376.0,Computers,5.0,1.0,en,1.0,0.0,3
C++ Pocket Reference,Kyle Loudon,"""O'Reilly Media, Inc.""",2008-08-07,9781449378943.0,139.0,Computers,4.5,4.0,en,1.0,0.0,3
Springer Handbook of Robotics,"Bruno Siciliano, Oussama Khatib",Springer,2016-07-27,9783319325521.0,2259.0,Technology & Engineering,5.0,2.0,en,1.0,0.0,4
"Everyone Communicates, Few Connect",John C. Maxwell,HarperCollins Leadership,2010-03-28,9781418554767.0,279.0,Self-Help,5.0,4.0,en,1.0,0.0,4
Programmer's Guide to NCurses,Dan Gookin,John Wiley & Sons,2007-02-26,9780470140130.0,579.0,Computers,5.0,1.0,en,1.0,0.0,4
C++ Primer,"Stanley B. Lippman, Josée Lajoie, Barbara E. Moo",Addison-Wesley,2012-08-06,9780133053036.0,3073.0,Computers,4.0,2.0,en,1.0,0.0,2
Python For Dummies,"Stef Maruch, Aahz Maruch",John Wiley & Sons,2006-09-14,9780471778646.0,443.0,Computers,5.0,1.0,en,1.0,0.0,3
An Introduction to GCC,"Brian Gough, Richard M. Stallman",Network Theory.,2004-01-01,9780954161798.0,137.0,Computers,5.0,1.0,en,1.0,0.0,4
Me First,Helen Lester,Houghton Mifflin Harcourt,2013-01-01,9780544003217.0,36.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,2
Sams Teach Yourself Objective-C in 24 Hours,Jesse Feiler,Sams Publishing,2012-03-30,9780132939874.0,504.0,Computers,5.0,1.0,en,1.0,0.0,7
Practical C++ Programming,Steve Oualline,"""O'Reilly Media, Inc.""",2003-01-01,9780596004194.0,574.0,Computers,4.0,19.0,en,1.0,0.0,3
"Sockets, Shellcode, Porting, and Coding: Reverse Engineering Exploits and Tool Coding for Security Professionals",James C Foster,Elsevier,2005-04-26,9780080489728.0,697.0,Computers,4.5,3.0,en,1.0,0.0,14
Keeping the Republic,"Christine Barbour, Gerald C. Wright",CQ Press,2020-12-10,9781544393902.0,865.0,Political Science,1.0,1.0,en,1.0,0.0,3
Interfacing with C++,"Jayantha Katupitiya, Kim Bentley",Springer Science & Business Media,2006-03-13,9783540253785.0,508.0,Computers,4.0,1.0,en,1.0,0.0,3
How to Prepare Your Curriculum Vitae,"Acy Jackson, Kathleen Geckeis",McGraw Hill Professional,2003-03-22,9780071426268.0,194.0,Business & Economics,3.5,2.0,en,1.0,0.0,6
Halo: The Flood,William C. Dietz,Macmillan,2010-10-12,9781429958769.0,436.0,Fiction,4.0,28.0,en,1.0,0.0,3
New Interchange Teacher's Edition 2,"Jack C. Richards, Jonathan Hull, Susan Proctor",Cambridge University Press,1998-01-28,9780521628563.0,348.0,Business & Economics,1.0,1.0,en,1.0,0.0,5
Traumatic Stress,"Bessel A. Van der Kolk, Alexander C. McFarlane, Lars Weis?th",Guilford Press,1996-05-03,9781572300880.0,632.0,Psychology,3.0,1.0,en,1.0,0.0,2
The Last Jihad,Joel C. Rosenberg,"Tyndale House Publishers, Inc.",2006-08-07,9781414312729.0,324.0,Fiction,3.5,5.0,en,1.0,0.0,3
The Comparative Method,Charles C. Ragin,Univ of California Press,1989-03-28,9780520909243.0,206.0,Social Science,5.0,1.0,en,1.0,0.0,3
Introduction to Horned Lizards of North America,Wade C. Sherbrooke,Univ of California Press,2003-05-08,9780520228252.0,198.0,History,3.0,2.0,en,1.0,0.0,7
Rheumatology,"Marc C. Hochberg, Alan J. Silman, Josef S. Smolen, Michael E. Weinblatt, Michael H. Weisman",Elsevier Health Sciences,2010-11-08,9780323086325.0,11248.0,Medical,5.0,1.0,en,1.0,0.0,1
The Theory of H(b) Spaces: Volume 2,"Emmanuel Fricain, Javad Mashreghi",Cambridge University Press,2016-10-20,9781316351925.0,641.0,Mathematics,5.0,1.0,en,1.0,0.0,7
Selected Works of Merton H. Miller,Merton H. Miller,University of Chicago Press,,9780226527475.0,467.0,Business & Economics,3.5,3.0,en,1.0,0.0,6
Crying in H Mart,Michelle Zauner,Vintage,2021-04-20,9780525657750.0,257.0,Biography & Autobiography,4.0,1.0,en,1.0,0.0,4
Ish,Peter H. Reynolds,Candlewick Press,2013-09-10,9780763667887.0,35.0,Juvenile Fiction,1.0,1.0,en,1.0,0.0,1
Ish,Peter H. Reynolds,Candlewick Press,2013-09-10,9780763667887.0,35.0,Juvenile Fiction,1.0,1.0,en,1.0,0.0,1
Humble Inquiry,Edgar H. Schein,Berrett-Koehler Publishers,2013-09-02,9781609949839.0,132.0,Business & Economics,4.0,1.0,en,1.0,0.0,2
Heist Society,Ally Carter,"Little, Brown Books for Young Readers",2010-02-09,9781423139386.0,269.0,Young Adult Fiction,4.5,6.0,en,1.0,0.0,2
A Whole New Mind,Daniel H. Pink,Penguin,2006-03-07,9781101157909.0,305.0,Psychology,3.0,4.0,en,1.0,0.0,4
Drive,Daniel H. Pink,Penguin,2011-04-05,9781101524381.0,275.0,Business & Economics,4.5,12.0,en,1.0,0.0,1
All About H. Hatterr,G V Desani,New York Review of Books,2007-11-06,9781590172421.0,324.0,Fiction,2.0,1.0,en,1.0,0.0,4
R for Data Science,"Hadley Wickham, Garrett Grolemund","""O'Reilly Media, Inc.""",2016-12-12,9781491910368.0,521.0,Computers,5.0,1.0,en,1.0,0.0,4
Using Language,Herbert H. Clark,Cambridge University Press,1996-05-16,9780521567459.0,452.0,Language Arts & Disciplines,4.0,2.0,en,1.0,0.0,2
The Everyday Language of White Racism,Jane H. Hill,John Wiley & Sons,2009-01-30,9781444304749.0,240.0,Social Science,3.0,2.0,en,1.0,0.0,6
A Little Life,Hanya Yanagihara,Vintage,2016-01-26,9780804172707.0,833.0,Fiction,2.0,1.0,en,1.0,0.0,3
Sounder,William H. Armstrong,Harper Collins,2011-07-12,9780062105561.0,132.0,Juvenile Fiction,5.0,2.0,en,1.0,0.0,1
Make Your Bed,Admiral William H. McRaven,Grand Central Publishing,2017-04-04,9781455570232.0,144.0,Self-Help,4.0,1.0,en,1.0,0.0,3
The Little Red Hen,Paul Galdone,Houghton Mifflin Harcourt,1985-03-18,9780547346076.0,48.0,Juvenile Fiction,3.5,8.0,en,1.0,0.0,4
A Primer of Ecclesiastical Latin,John F. Collins,CUA Press,1988-01-01,9780813206677.0,476.0,Foreign Language Study,4.5,2.0,en,1.0,0.0,5
Operating Systems,"Remzi H. Arpaci-Dusseau, Andrea C. Arpaci-Dusseau",Createspace Independent Publishing Platform,,9781985086593.0,714.0,Operating systems (Computers),5.0,1.0,en,1.0,0.0,2
Keeping the City Going,Brian Floca,Simon and Schuster,2021-04-27,9781534493780.0,36.0,Juvenile Nonfiction,4.0,1.0,en,1.0,0.0,4
The 100,Michael H. Hart,Citadel Press,1978-01-01,9780806513508.0,600.0,Biography & Autobiography,4.5,17.0,en,1.0,0.0,2
The Goshawk,T.H. White,New York Review of Books,2012-04-25,9781590175460.0,236.0,Nature,3.0,1.0,en,1.0,0.0,2
The Hound of Rowan,Henry H. Neff,Random House Books for Young Readers,2007-09-25,9780375890772.0,450.0,Juvenile Fiction,3.5,5.0,en,1.0,0.0,4
How to Speak Emoji,Fred Benenson,Andrews McMeel Publishing,2016-09-06,9781449480653.0,128.0,Humor,5.0,5.0,en,1.0,0.0,4
The Napping House,Audrey Wood,Houghton Mifflin Harcourt,2005-01-01,9780152056209.0,68.0,Juvenile Fiction,4.0,1.0,en,1.0,0.0,3
The Napping House,Audrey Wood,Houghton Mifflin Harcourt,2000-01-01,9780152026325.0,72.0,Juvenile Fiction,2.5,2.0,en,1.0,0.0,3
The Big Honey Hunt,"Stan Berenstain, Jan Berenstain",Random House Books for Young Readers,2011-02-09,9780375983153.0,73.0,Juvenile Fiction,4.5,2.0,en,1.0,0.0,4
How to Speak Emoji,Fred Benenson,Andrews McMeel Publishing,2016-09-06,9781449480653.0,128.0,Humor,5.0,5.0,en,1.0,0.0,4
Alpha Oops!,Alethea Kontis,Candlewick Press,2006-01-01,9780763627287.0,48.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,2
Alpha Oops!,Alethea Kontis,Candlewick Press,2006-01-01,9780763627287.0,48.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,2
Decisive,"Chip Heath, Dan Heath",Random House Canada,2013-03-26,9780307361141.0,326.0,Self-Help,5.0,1.0,en,1.0,0.0,1
It's Not the Stork!,Robie H. Harris,Candlewick Press,2011-08-09,9780763658632.0,63.0,Juvenile Nonfiction,3.0,2.0,en,1.0,0.0,4
Half a Life,V. S. Naipaul,Vintage,2009-04-23,9780307556561.0,231.0,Fiction,1.0,1.0,en,1.0,0.0,3
Harold and the Purple Crayon,Crockett Johnson,HarperCollins,2015-09-29,9780062430403.0,69.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,5
Half the Sky,"Nicholas D. Kristof, Sheryl WuDunn",Vintage,2010-06-01,9780307387097.0,322.0,Political Science,3.5,4.0,en,1.0,0.0,3
Kingdom of the Wicked,Kerri Maniscalco,"Little, Brown Books for Young Readers",2020-10-27,9780316428446.0,353.0,Young Adult Fiction,5.0,2.0,en,1.0,0.0,4
The Whole Business with Kiffo and the Pitbull,Barry Jonsberg,Allen & Unwin,2004-01-01,9781741141122.0,268.0,Young Adult Fiction,2.0,3.0,en,1.0,0.0,8
Mastery,Robert Greene,Penguin,2012-11-13,9781101601020.0,354.0,Self-Help,5.0,1.0,en,1.0,0.0,1
Vocabulary Workshop,Jerome Shostak,Ticknor & Fields,,9780821506097.0,148.0,Language Arts & Disciplines,3.0,2.0,en,1.0,0.0,2
Agatha of Little Neon,Claire Luchette,"Farrar, Straus and Giroux",2021-08-03,9780374721305.0,207.0,Fiction,5.0,1.0,en,1.0,0.0,4
LaRose,Louise Erdrich,HarperCollins,2016-05-10,9780062277046.0,311.0,Fiction,4.0,1.0,en,1.0,0.0,1
Agatha of Little Neon,Claire Luchette,"Farrar, Straus and Giroux",2021-08-03,9780374721305.0,207.0,Fiction,5.0,1.0,en,1.0,0.0,4
Have His Carcase,Dorothy L. Sayers,Open Road Media,2012-07-31,9781453258910.0,666.0,Fiction,4.5,2.0,en,1.0,0.0,3
Have His Carcase,Dorothy L. Sayers,Open Road Media,2012-07-31,9781453258910.0,666.0,Fiction,4.5,2.0,en,1.0,0.0,3
The Last Talk with Lola Faye,Thomas H. Cook,HMH,2010-08-06,9780547541273.0,293.0,Fiction,5.0,1.0,en,1.0,0.0,6
The Essential William H. Whyte,William Hollingsworth Whyte,Fordham Univ Press,2000-01-01,9780823220267.0,404.0,Architecture,4.5,2.0,en,1.0,0.0,5
Sweatshops on Wheels,Michael H. Belzer,"Oxford University Press, USA",2000-01-01,9780195128864.0,280.0,Business & Economics,1.0,1.0,en,1.0,0.0,3
The Story of Baha'u'llah,Druzelle Cederquist,Baha'i Publishing Trust,2005-01-01,9781931847131.0,400.0,Biography & Autobiography,5.0,2.0,en,1.0,0.0,4
Theory U,C. Otto Scharmer,Berrett-Koehler Publishers,2009-01-01,9781605099071.0,891.0,Business & Economics,3.0,3.0,en,1.0,0.0,2
Between U and Me,"Zendaya, Sheryl Berk",Hachette+ORM,2013-09-24,9781423185178.0,208.0,Juvenile Nonfiction,5.0,3.0,en,1.0,0.0,4
The Chase,Elle Kennedy,Elle Kennedy Inc.,2018-08-06,9780994054456.0,397.0,Fiction,4.0,1.0,en,1.0,0.0,2
The Big U,Neal Stephenson,Harper Collins,2009-10-13,9780061847387.0,322.0,Fiction,3.5,18.0,en,1.0,0.0,3
Debt-Free U,Zac Bissonnette,Penguin,2010-08-31,9781101458969.0,269.0,Education,3.0,2.0,en,1.0,0.0,2
Raw,"Lamont ""U-God"" Hawkins",Picador,2018-03-06,9781250191182.0,302.0,Biography & Autobiography,4.0,1.0,en,1.0,0.0,1
Michael and Me,Shana Mangatal,Chicago Review Press,2016-08-29,9781613736203.0,246.0,Biography & Autobiography,3.5,6.0,en,1.0,0.0,3
On the Come Up,Angie Thomas,HarperCollins,2019-02-05,9780062498571.0,464.0,Young Adult Fiction,4.5,4.0,en,1.0,0.0,4
All American Boys,"Jason Reynolds, Brendan Kiely",Simon and Schuster,2015-09-29,9781481463355.0,229.0,Young Adult Fiction,4.0,4.0,en,1.0,0.0,3
Cinder,Marissa Meyer,Macmillan,2013-01-08,9781250007209.0,449.0,Juvenile Fiction,4.5,7.0,en,1.0,0.0,1
Managing Transitions (25th anniversary edition),"William Bridges, Susan Bridges",Da Capo Lifelong Books,2017-01-10,9780738219660.0,208.0,Business & Economics,5.0,1.0,en,1.0,0.0,5
The Unpleasantness at the Bellona Club,Dorothy L. Sayers,Harper Collins,1995-05-10,9780061043543.0,260.0,Fiction,4.0,1.0,en,1.0,0.0,6
Unlovable,Dan Yaccarino,Macmillan,,9780805075328.0,42.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,1
Eventown,Corey Ann Haydu,HarperCollins,2019-02-12,9780062689849.0,268.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,1
Anthropology of Policy,"Cris Shore, Susan Wright",Routledge,2003-12-16,9781134827022.0,252.0,Social Science,3.0,1.0,en,1.0,0.0,3
Nona the Ninth,Tamsyn Muir,Tordotcom,2022-09-13,9781250854124.0,406.0,Fiction,4.0,1.0,en,1.0,0.0,3
Boomeritis,Ken Wilber,Shambhala Publications,2003-09-09,9780834821798.0,465.0,Fiction,4.5,4.0,en,1.0,0.0,1
U-Turn,Bruce Grierson,Bloomsbury Publishing USA,2008-03-18,9781582345871.0,354.0,Psychology,5.0,1.0,en,1.0,0.0,1
Are u ok?,Kati Morton,Da Capo Lifelong Books,2018-12-11,9780738234984.0,219.0,Psychology,5.0,1.0,en,1.0,0.0,3
I Am J,Cris Beam,"Hachette Digital, Inc.",,9780316053617.0,184.0,Juvenile Fiction,4.0,3.0,en,1.0,0.0,3
